0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0270996094 0.0488281250 0.0390625000 -0.6523437500
0.0312500000 0.0000000000 0.0000000000 0.0000000000
0.0058593750 0.0373535156 0.0468750000 -0.5898437500
0.0129394531 0.0173339844 0.0273437500 -0.6171875000
0.0283203125 0.0361328125 0.0273437500 -0.5781250000
0.0258789063 0.0429687500 0.0468750000 -0.6328125000
0.0319824219 0.0393066406 -0.0039062500 -0.6015625000
0.0324707031 0.0402832031 0.0312500000 -0.6250000000
0.0051269531 0.0173339844 0.0273437500 -0.6171875000
0.0126953125 0.0576171875 0.0859375000 -0.7460937500
0.0129394531 0.0576171875 0.0234375000 -0.7460937500
0.0229492188 0.0219726563 0.0039062500 -0.6171875000
0.0273437500 0.0280761719 0.0351562500 -0.5117187500
0.0075683594 0.0131835938 0.0156250000 -0.0937500000
0.0158691406 0.0041503906 0.0234375000 -0.3085937500
0.0058593750 0.0061035156 0.0312500000 -0.0898437500
0.0166015625 0.0471191406 0.0039062500 -0.6601562500
0.0263671875 0.0375976563 0.0546875000 -0.5898437500
0.0097656250 0.0361328125 0.0273437500 -0.5781250000
0.0249023438 0.0368652344 0.0390625000 -0.5898437500
0.0261230469 0.0375976563 0.0351562500 -0.5898437500
0.0270996094 0.0361328125 0.0312500000 -0.5781250000
0.0270996094 0.0368652344 0.0351562500 -0.5781250000
0.0256347656 0.0368652344 0.0546875000 -0.5781250000
0.0246582031 0.0361328125 0.0234375000 -0.5781250000
0.0261230469 0.0375976563 0.0273437500 -0.5898437500
0.0256347656 0.0368652344 0.0468750000 -0.5898437500
0.0061035156 0.0234375000 0.0429687500 -0.4257812500
